age,income,credit_score,education,employment_status,years_employed,account_balance,num_credit_cards,debt_ratio,marital_status,state,customer_since
45.0,57742.0,652.0,Some College,Full-time,23.2,,2.0,0.404,Divorced,FL,2022-03-22 12:53:24.213453
40.0,54292.0,696.0,Bachelor,Full-time,18.8,21968.0,1.0,0.264,Married,OH,2024-10-13 12:53:24.213453
39.0,70329.0,710.0,High School,Full-time,12.2,34328.0,2.0,0.218,Single,TX,2024-08-16 12:53:24.213453
51.0,104549.0,731.0,Bachelor,Part-time,26.4,50476.0,4.0,0.179,Married,CA,2023-11-23 12:53:24.213453
53.0,88420.0,745.0,Master,Full-time,25.6,46615.0,5.0,0.175,Married,Other,2023-01-31 12:53:24.213453
34.0,36062.0,655.0,Bachelor,Full-time,10.6,8090.0,2.0,0.367,Married,Other,2024-07-26 12:53:24.213453
33.0,59169.0,648.0,Master,Full-time,5.4,11437.0,2.0,0.294,Divorced,Other,2024-10-24 12:53:24.213453
38.0,77949.0,720.0,High School,Full-time,12.5,51051.0,4.0,0.199,Married,IL,2024-06-02 12:53:24.213453
18.0,20853.0,642.0,Some College,Part-time,0.0,8803.0,1.0,0.41,Married,Other,2022-10-15 12:53:24.213453
19.0,29490.0,559.0,Bachelor,Full-time,0.0,3140.0,1.0,0.485,Single,TX,2022-03-16 12:53:24.213453
63.0,97720.0,741.0,Bachelor,Full-time,34.9,41424.0,5.0,0.181,Married,Other,2022-10-26 12:53:24.213453
67.0,91727.0,798.0,Some College,Full-time,31.9,18992.0,5.0,,Married,TX,2023-12-03 12:53:24.213453
38.0,69724.0,701.0,Some College,Full-time,12.8,19090.0,2.0,0.276,Married,CA,2024-11-14 12:53:24.213453
51.0,77686.0,720.0,High School,Unemployed,0.0,29782.0,4.0,0.252,Married,Other,2024-06-05 12:53:24.213453
47.0,79793.0,760.0,Some College,Full-time,19.6,22645.0,4.0,0.271,Married,Other,2022-06-24 12:53:24.213453
85.0,117188.0,828.0,High School,Retired,0.0,76459.0,8.0,,Married,Other,2022-09-22 12:53:24.213453
59.0,84938.0,779.0,Bachelor,Full-time,30.3,15701.0,3.0,0.265,Married,NY,2023-12-22 12:53:24.213453
40.0,73836.0,672.0,High School,Full-time,15.1,34932.0,3.0,0.302,Married,NY,2024-01-20 12:53:24.213453
28.0,39408.0,,High School,Part-time,4.3,14588.0,2.0,0.305,Divorced,PA,2023-01-18 12:53:24.213453
18.0,55904.0,666.0,Bachelor,Full-time,0.0,11590.0,2.0,0.288,Single,Other,2024-10-20 12:53:24.213453
45.0,64505.0,673.0,Bachelor,Full-time,16.2,35227.0,2.0,0.268,Married,Other,2022-11-01 12:53:24.213453
31.0,52870.0,625.0,Master,Retired,0.0,,3.0,,Married,Other,2024-07-28 12:53:24.213453
21.0,48489.0,633.0,Bachelor,Full-time,0.0,8444.0,2.0,0.323,Single,CA,2023-04-15 12:53:24.213453
32.0,29725.0,610.0,Some College,Full-time,7.7,,1.0,0.429,Married,Other,2025-01-21 12:53:24.213453
26.0,20000.0,593.0,Bachelor,Full-time,2.4,,1.0,0.384,Married,NY,2024-06-20 12:53:24.213453
67.0,80615.0,778.0,Bachelor,Part-time,35.4,,2.0,0.208,Married,TX,2023-11-12 12:53:24.213453
55.0,104439.0,708.0,High School,Full-time,28.5,53089.0,6.0,,Single,NC,2024-08-30 12:53:24.213453
42.0,57722.0,679.0,Bachelor,Full-time,15.3,23176.0,4.0,0.361,Married,NC,2022-03-05 12:53:24.213453
64.0,137373.0,805.0,Master,Full-time,30.9,50660.0,5.0,,Married,TX,2024-01-05 12:53:24.213453
43.0,59036.0,669.0,Some College,Full-time,18.3,37985.0,4.0,0.27,Married,TX,2024-06-15 12:53:24.213453
29.0,49268.0,676.0,Some College,Full-time,5.2,15803.0,3.0,0.286,Single,PA,2024-10-11 12:53:24.213453
65.0,123632.0,777.0,High School,Retired,0.0,16870.0,5.0,0.095,Single,PA,2024-05-11 12:53:24.213453
50.0,108091.0,778.0,High School,Full-time,25.6,43281.0,5.0,0.136,Divorced,NY,2023-05-07 12:53:24.213453
26.0,72923.0,639.0,Some College,Full-time,3.2,33325.0,2.0,0.299,Single,TX,2022-04-21 12:53:24.213453
39.0,79625.0,684.0,Bachelor,Full-time,14.2,21677.0,4.0,,Married,CA,2022-12-18 12:53:24.213453
29.0,61861.0,669.0,High School,Full-time,3.2,19050.0,3.0,0.272,Married,Other,2023-03-21 12:53:24.213453
21.0,43388.0,613.0,Master,Full-time,0.0,16092.0,1.0,0.356,Single,Other,2024-10-18 12:53:24.213453
56.0,98675.0,780.0,Bachelor,Full-time,28.4,14007.0,6.0,0.229,Single,NC,2022-08-08 12:53:24.213453
71.0,101232.0,839.0,Bachelor,Retired,0.0,58910.0,7.0,,Married,Other,2023-02-26 12:53:24.213453
21.0,22227.0,571.0,Bachelor,Full-time,0.0,8215.0,1.0,0.383,Married,Other,2022-07-17 12:53:24.213453
50.0,77949.0,706.0,High School,Full-time,22.6,56188.0,4.0,0.209,Married,CA,2023-11-25 12:53:24.213453
32.0,48447.0,608.0,Some College,Full-time,8.1,27558.0,1.0,0.324,Single,CA,2023-02-15 12:53:24.213453
35.0,48702.0,625.0,Bachelor,Full-time,12.5,17248.0,2.0,0.354,Married,Other,2024-07-16 12:53:24.213453
33.0,62946.0,746.0,Bachelor,Part-time,9.5,15030.0,3.0,0.246,Single,Other,2024-06-12 12:53:24.213453
29.0,60830.0,681.0,Bachelor,Part-time,8.6,26935.0,4.0,0.264,Married,Other,2022-04-02 12:53:24.213453
43.0,68826.0,653.0,Some College,Full-time,14.8,38419.0,3.0,0.294,Divorced,Other,2023-07-12 12:53:24.213453
30.0,70163.0,,Master,Full-time,6.7,14482.0,3.0,0.366,Divorced,OH,2024-06-10 12:53:24.213453
46.0,54875.0,703.0,High School,Unemployed,0.0,11026.0,2.0,0.253,Married,CA,2022-06-29 12:53:24.213453
41.0,61595.0,697.0,Master,Retired,0.0,,2.0,0.28,Married,TX,2022-05-26 12:53:24.213453
38.0,49248.0,676.0,PhD,Full-time,14.7,22164.0,2.0,0.299,Single,CA,2024-05-03 12:53:24.213453
28.0,20000.0,592.0,High School,Full-time,9.4,8144.0,1.0,0.454,Married,TX,2022-04-05 12:53:24.213453
33.0,51260.0,642.0,Bachelor,Full-time,8.8,16899.0,3.0,0.291,Married,PA,2022-12-06 12:53:24.213453
53.0,80674.0,746.0,High School,Retired,0.0,45410.0,4.0,0.206,Divorced,CA,2024-01-06 12:53:24.213453
50.0,100702.0,749.0,Some College,Full-time,22.6,25912.0,5.0,0.218,Married,TX,2024-06-02 12:53:24.213453
27.0,52962.0,563.0,Bachelor,Full-time,2.6,,2.0,0.351,Divorced,OH,2024-11-19 12:53:24.213453
43.0,,670.0,Bachelor,Full-time,13.2,11793.0,2.0,0.318,Divorced,IL,2022-12-02 12:53:24.213453
53.0,110311.0,740.0,Master,Full-time,23.4,27529.0,5.0,,Divorced,GA,2024-06-21 12:53:24.213453
18.0,48316.0,604.0,Bachelor,Full-time,0.0,15743.0,2.0,0.349,Single,OH,2022-07-18 12:53:24.213453
50.0,86731.0,822.0,Some College,Retired,0.0,77614.0,5.0,0.176,Married,Other,2024-11-26 12:53:24.213453
32.0,47603.0,651.0,Bachelor,Full-time,7.8,19767.0,1.0,0.356,Married,Other,2023-09-10 12:53:24.213453
51.0,65108.0,705.0,Master,Full-time,22.5,30505.0,4.0,0.238,Married,CA,2024-03-02 12:53:24.213453
31.0,43917.0,661.0,High School,Full-time,9.0,10608.0,2.0,0.333,Single,CA,2023-01-12 12:53:24.213453
18.0,46331.0,611.0,PhD,Full-time,0.0,,2.0,0.366,Single,Other,2024-09-11 12:53:24.213453
18.0,58269.0,621.0,High School,Full-time,0.0,,3.0,,Single,NC,2024-02-04 12:53:24.213453
43.0,90649.0,734.0,Bachelor,Full-time,16.9,27576.0,6.0,0.189,Married,Other,2023-03-16 12:53:24.213453
46.0,64667.0,760.0,Some College,Full-time,21.3,39124.0,3.0,0.213,Married,FL,2023-07-27 12:53:24.213453
28.0,28206.0,574.0,High School,Full-time,5.8,14663.0,1.0,,Divorced,Other,2023-01-20 12:53:24.213453
52.0,,749.0,Some College,Full-time,24.5,23676.0,3.0,0.224,Married,Other,2024-01-13 12:53:24.213453
18.0,20000.0,542.0,Bachelor,Full-time,0.0,,1.0,0.47,Single,Other,2023-09-06 12:53:24.213453
41.0,69348.0,705.0,Some College,Retired,0.0,45461.0,3.0,0.235,Married,CA,2023-06-25 12:53:24.213453
24.0,36786.0,577.0,High School,Unemployed,0.0,26510.0,2.0,0.419,Single,Other,2023-07-17 12:53:24.213453
32.0,44009.0,623.0,Bachelor,Full-time,5.9,19039.0,2.0,0.315,Single,Other,2023-07-12 12:53:24.213453
43.0,43579.0,660.0,Master,Full-time,16.9,24646.0,1.0,0.305,Single,Other,2024-09-03 12:53:24.213453
29.0,54204.0,666.0,Some College,Unemployed,0.0,26437.0,2.0,0.342,Divorced,CA,2024-05-03 12:53:24.213453
36.0,49009.0,681.0,High School,Full-time,11.4,18810.0,1.0,0.309,Married,Other,2022-04-18 12:53:24.213453
57.0,70951.0,701.0,Some College,Full-time,27.0,19886.0,2.0,0.282,Single,TX,2023-04-15 12:53:24.213453
33.0,20000.0,617.0,High School,Unemployed,0.0,9214.0,1.0,0.46,Single,FL,2023-08-02 12:53:24.213453
55.0,85087.0,725.0,Bachelor,Full-time,26.3,30780.0,4.0,0.248,Married,Other,2023-03-06 12:53:24.213453
25.0,67084.0,600.0,Bachelor,Full-time,0.0,,3.0,0.294,Married,FL,2024-01-01 12:53:24.213453
50.0,102919.0,742.0,Bachelor,Retired,0.0,28265.0,7.0,0.175,Single,Other,2022-06-05 12:53:24.213453
64.0,92144.0,771.0,Some College,Full-time,34.6,42906.0,4.0,0.274,Divorced,Other,2024-05-13 12:53:24.213453
18.0,20967.0,644.0,Bachelor,Full-time,0.1,5362.0,1.0,0.361,Single,CA,2023-07-28 12:53:24.213453
30.0,55032.0,,Bachelor,Full-time,5.2,12257.0,2.0,0.356,Single,Other,2023-06-16 12:53:24.213453
51.0,64524.0,672.0,Bachelor,Full-time,20.0,41372.0,5.0,0.287,Single,Other,2024-05-03 12:53:24.213453
39.0,66027.0,662.0,Bachelor,Full-time,15.2,28623.0,1.0,0.372,Married,TX,2023-02-21 12:53:24.213453
48.0,86491.0,757.0,Bachelor,Full-time,18.0,18687.0,4.0,0.201,Single,Other,2023-03-18 12:53:24.213453
33.0,70904.0,729.0,Bachelor,Retired,0.0,27135.0,4.0,0.242,Single,IL,2022-12-24 12:53:24.213453
43.0,65998.0,643.0,Some College,Full-time,,27735.0,,0.308,Married,GA,2022-05-10 12:53:24.213453
40.0,59945.0,620.0,Master,Full-time,14.3,28341.0,3.0,,Married,NY,2023-05-06 12:53:24.213453
60.0,79830.0,812.0,Bachelor,Full-time,31.8,44939.0,4.0,0.184,Single,IL,2022-02-24 12:53:24.213453
46.0,59597.0,705.0,Bachelor,Full-time,17.8,24247.0,3.0,,Married,CA,2023-06-08 12:53:24.213453
47.0,70103.0,681.0,High School,Full-time,19.5,18466.0,2.0,,Married,Other,2023-01-18 12:53:24.213453
36.0,62510.0,683.0,Bachelor,Retired,0.0,13309.0,3.0,0.279,Single,Other,2024-06-17 12:53:24.213453
35.0,69204.0,591.0,Bachelor,Part-time,10.7,27128.0,3.0,0.339,Married,NC,2022-08-17 12:53:24.213453
36.0,44952.0,649.0,High School,Full-time,11.4,22077.0,2.0,0.311,Single,PA,2024-05-26 12:53:24.213453
48.0,97390.0,747.0,High School,Full-time,21.7,30388.0,5.0,,Single,MI,2023-07-10 12:53:24.213453
36.0,52933.0,685.0,Bachelor,Full-time,12.9,14605.0,3.0,0.327,Married,PA,2023-07-25 12:53:24.213453
46.0,71679.0,675.0,Bachelor,Full-time,20.0,,2.0,0.247,Single,IL,2023-05-22 12:53:24.213453
73.0,101292.0,819.0,Bachelor,Retired,0.0,28869.0,6.0,,Single,GA,2022-02-09 12:53:24.213453
55.0,49136.0,682.0,High School,Full-time,23.2,19027.0,2.0,0.323,Married,FL,2023-07-08 12:53:24.213453
37.0,71761.0,686.0,Bachelor,Retired,0.0,24691.0,4.0,0.353,Divorced,TX,2024-04-19 12:53:24.213453
60.0,104053.0,753.0,High School,Full-time,31.4,20851.0,4.0,0.15,Married,Other,2024-03-12 12:53:24.213453
36.0,52780.0,645.0,Some College,Full-time,12.7,32042.0,1.0,0.339,Married,Other,2024-06-08 12:53:24.213453
18.0,,551.0,High School,Part-time,0.0,17285.0,1.0,0.439,Married,TX,2024-11-25 12:53:24.213453
27.0,51239.0,648.0,High School,Full-time,2.7,15509.0,2.0,0.307,Divorced,CA,2024-12-24 12:53:24.213453
18.0,20000.0,596.0,High School,Full-time,0.0,7418.0,1.0,0.385,Single,FL,2022-07-24 12:53:24.213453
37.0,50564.0,651.0,Some College,Full-time,13.1,11308.0,3.0,0.306,Married,Other,2023-04-17 12:53:24.213453
42.0,77914.0,701.0,High School,Full-time,18.1,24357.0,4.0,,Married,Other,2024-12-02 12:53:24.213453
67.0,84686.0,738.0,Some College,Retired,0.0,9975.0,4.0,0.24,Single,Other,2022-10-03 12:53:24.213453
47.0,77903.0,706.0,Bachelor,Full-time,21.8,24358.0,4.0,0.215,Married,Other,2023-12-06 12:53:24.213453
39.0,41151.0,653.0,Some College,Full-time,13.8,19002.0,1.0,0.4,Divorced,OH,2022-05-24 12:53:24.213453
54.0,90996.0,828.0,Some College,Full-time,25.4,29959.0,5.0,,Married,Other,2024-11-07 12:53:24.213453
18.0,29465.0,546.0,Bachelor,Full-time,0.0,9968.0,2.0,0.417,Single,NY,2024-04-03 12:53:24.213453
46.0,47773.0,726.0,High School,Full-time,20.7,25755.0,2.0,,Married,FL,2022-09-20 12:53:24.213453
54.0,101471.0,789.0,Bachelor,Full-time,26.3,43032.0,5.0,0.157,Married,Other,2024-10-06 12:53:24.213453
20.0,21981.0,586.0,High School,Full-time,3.0,5635.0,1.0,0.437,Single,PA,2022-06-05 12:53:24.213453
59.0,79346.0,805.0,High School,Full-time,27.9,39055.0,3.0,0.193,Married,Other,2023-06-25 12:53:24.213453
47.0,76509.0,725.0,Bachelor,Full-time,21.0,25455.0,4.0,0.278,Married,NY,2022-11-07 12:53:24.213453
36.0,74230.0,690.0,Bachelor,Full-time,10.1,52117.0,2.0,,Married,Other,2024-04-07 12:53:24.213453
51.0,64263.0,712.0,Master,Full-time,21.5,22797.0,3.0,0.259,Divorced,FL,2024-10-04 12:53:24.213453
76.0,117925.0,850.0,Bachelor,Retired,0.0,25657.0,7.0,,Divorced,CA,2024-07-21 12:53:24.213453
45.0,76932.0,741.0,Master,Full-time,18.7,21223.0,4.0,0.211,Single,Other,2023-11-12 12:53:24.213453
46.0,82397.0,698.0,High School,Retired,0.0,27071.0,3.0,0.245,Divorced,Other,2023-02-26 12:53:24.213453
35.0,58147.0,620.0,High School,Full-time,10.0,33560.0,2.0,0.298,Married,Other,2023-02-16 12:53:24.213453
29.0,40995.0,618.0,High School,Part-time,3.3,,2.0,0.369,Single,Other,2022-09-03 12:53:24.213453
54.0,71586.0,706.0,High School,Full-time,26.1,14680.0,3.0,,Married,Other,2023-07-26 12:53:24.213453
29.0,47792.0,629.0,Bachelor,Full-time,1.5,11320.0,2.0,0.359,Single,Other,2023-09-28 12:53:24.213453
43.0,,714.0,Bachelor,Part-time,16.6,8759.0,3.0,,Single,TX,2022-05-26 12:53:24.213453
35.0,20000.0,607.0,High School,Full-time,10.4,8591.0,1.0,0.436,Married,TX,2023-06-23 12:53:24.213453
49.0,83048.0,725.0,Master,Full-time,,26660.0,,,Married,NY,2022-10-28 12:53:24.213453
47.0,87059.0,726.0,Bachelor,Full-time,21.9,42412.0,4.0,0.225,Married,Other,2024-12-28 12:53:24.213453
58.0,54556.0,750.0,Some College,Full-time,27.8,28083.0,3.0,0.281,Married,TX,2024-12-13 12:53:24.213453
34.0,38854.0,569.0,High School,Full-time,9.3,13622.0,2.0,0.366,Married,Other,2024-03-16 12:53:24.213453
38.0,69287.0,661.0,High School,Full-time,11.3,39772.0,3.0,0.283,Married,MI,2025-01-01 12:53:24.213453
27.0,74362.0,658.0,High School,Part-time,1.7,11710.0,3.0,0.261,Married,Other,2023-01-05 12:53:24.213453
35.0,55812.0,693.0,High School,Full-time,11.0,27096.0,3.0,0.315,Married,CA,2022-07-18 12:53:24.213453
48.0,64080.0,689.0,Bachelor,Retired,0.0,37623.0,3.0,,Single,FL,2023-11-23 12:53:24.213453
53.0,79757.0,678.0,High School,Retired,0.0,28931.0,3.0,0.313,Married,Other,2022-06-22 12:53:24.213453
28.0,65623.0,664.0,Some College,Full-time,2.8,18907.0,1.0,0.346,Single,FL,2023-08-28 12:53:24.213453
55.0,75811.0,718.0,PhD,Full-time,27.5,49210.0,3.0,0.252,Married,NY,2023-05-20 12:53:24.213453
62.0,84012.0,730.0,Bachelor,Part-time,35.6,20511.0,3.0,0.172,Single,TX,2022-12-07 12:53:24.213453
48.0,67759.0,689.0,Master,Retired,0.0,26210.0,3.0,0.285,Married,TX,2025-01-18 12:53:24.213453
70.0,93700.0,794.0,High School,Retired,0.0,25694.0,4.0,,Married,FL,2024-12-18 12:53:24.213453
30.0,49840.0,618.0,Some College,Full-time,6.2,13133.0,3.0,0.326,Married,Other,2023-07-15 12:53:24.213453
23.0,61870.0,561.0,Bachelor,Full-time,0.8,12629.0,2.0,0.391,Single,GA,2024-10-17 12:53:24.213453
18.0,34846.0,,High School,Part-time,0.0,21586.0,1.0,0.339,Married,Other,2022-04-13 12:53:24.213453
64.0,95215.0,821.0,High School,Full-time,32.7,22943.0,5.0,,Married,TX,2024-06-17 12:53:24.213453
52.0,76623.0,748.0,Bachelor,Full-time,23.6,22548.0,3.0,0.223,Married,Other,2023-02-28 12:53:24.213453
41.0,41052.0,626.0,Bachelor,Full-time,15.9,19322.0,2.0,0.317,Married,Other,2023-05-26 12:53:24.213453
46.0,85247.0,,Some College,Full-time,,31298.0,,0.239,Divorced,CA,2023-05-18 12:53:24.213453
25.0,39332.0,610.0,Some College,Full-time,0.0,11076.0,1.0,0.364,Married,PA,2022-12-09 12:53:24.213453
79.0,118793.0,850.0,Some College,Unemployed,0.0,32376.0,8.0,0.103,Single,CA,2024-09-08 12:53:24.213453
44.0,116897.0,765.0,High School,Full-time,18.0,43788.0,8.0,,Married,Other,2022-12-20 12:53:24.213453
44.0,73481.0,679.0,Some College,Full-time,15.8,20646.0,2.0,0.278,Married,Other,2024-11-08 12:53:24.213453
53.0,,729.0,High School,Full-time,28.3,34994.0,2.0,0.275,Divorced,Other,2024-09-21 12:53:24.213453
49.0,70105.0,727.0,High School,Full-time,20.3,33599.0,3.0,0.283,Single,FL,2022-04-27 12:53:24.213453
45.0,87727.0,762.0,Master,Full-time,18.3,34786.0,3.0,,Single,GA,2023-01-24 12:53:24.213453
30.0,49699.0,657.0,Bachelor,Retired,0.0,,2.0,0.3,Married,TX,2023-12-26 12:53:24.213453
49.0,54926.0,722.0,Bachelor,Full-time,20.4,16131.0,2.0,0.267,Divorced,IL,2022-08-15 12:53:24.213453
70.0,121788.0,830.0,Some College,Retired,0.0,44849.0,8.0,0.123,Married,MI,2024-02-25 12:53:24.213453
62.0,85978.0,810.0,Some College,Full-time,31.1,24259.0,5.0,0.182,Married,CA,2024-10-03 12:53:24.213453
66.0,130099.0,836.0,High School,Retired,0.0,81466.0,7.0,0.063,Married,Other,2023-06-12 12:53:24.213453
34.0,70201.0,642.0,High School,Full-time,8.9,15780.0,3.0,,Single,MI,2024-07-26 12:53:24.213453
27.0,36790.0,656.0,High School,Full-time,2.3,,1.0,0.317,Married,Other,2024-08-18 12:53:24.213453
40.0,82215.0,719.0,Bachelor,Full-time,16.3,31717.0,5.0,0.216,Single,FL,2023-05-07 12:53:24.213453
43.0,68518.0,680.0,Bachelor,Full-time,,24811.0,,0.294,Single,Other,2024-09-26 12:53:24.213453
58.0,102792.0,758.0,Bachelor,Full-time,27.8,60336.0,4.0,0.182,Single,Other,2022-09-21 12:53:24.213453
18.0,37271.0,596.0,Some College,Part-time,0.0,11802.0,1.0,0.399,Single,Other,2023-03-23 12:53:24.213453
65.0,87805.0,793.0,Master,Full-time,,33419.0,,0.175,Single,Other,2022-07-02 12:53:24.213453
40.0,53347.0,675.0,High School,Full-time,19.2,23827.0,3.0,0.317,Single,Other,2022-10-29 12:53:24.213453
36.0,72449.0,686.0,Some College,Full-time,12.9,,4.0,0.224,Married,Other,2023-02-26 12:53:24.213453
27.0,38478.0,666.0,Some College,Full-time,6.3,15832.0,2.0,0.321,Single,TX,2023-07-31 12:53:24.213453
18.0,23945.0,606.0,Bachelor,Part-time,0.0,6395.0,1.0,0.385,Married,Other,2024-01-25 12:53:24.213453
54.0,69673.0,733.0,PhD,Full-time,23.5,14221.0,5.0,0.257,Married,Other,2022-08-07 12:53:24.213453
43.0,73854.0,727.0,High School,Full-time,16.9,21941.0,3.0,0.213,Married,Other,2024-04-21 12:53:24.213453
23.0,,602.0,Master,Full-time,1.0,33319.0,3.0,0.337,Single,MI,2023-03-01 12:53:24.213453
23.0,21487.0,598.0,Bachelor,Full-time,0.0,8368.0,1.0,0.401,Single,FL,2023-11-23 12:53:24.213453
37.0,58863.0,720.0,High School,Full-time,11.6,20929.0,3.0,0.29,Married,Other,2024-06-01 12:53:24.213453
67.0,124683.0,,Some College,Retired,0.0,40449.0,5.0,,Married,Other,2023-09-16 12:53:24.213453
38.0,58805.0,643.0,Some College,Full-time,13.5,41221.0,1.0,0.308,Married,TX,2022-08-08 12:53:24.213453
19.0,38286.0,572.0,PhD,Full-time,0.0,25674.0,1.0,0.384,Single,NY,2022-09-21 12:53:24.213453
38.0,44064.0,621.0,High School,Full-time,13.4,15716.0,2.0,,Married,MI,2022-09-19 12:53:24.213453
38.0,66425.0,653.0,Bachelor,Full-time,11.8,12178.0,2.0,0.35,Married,TX,2023-01-23 12:53:24.213453
18.0,27193.0,566.0,Some College,Full-time,0.0,,1.0,0.433,Married,CA,2023-05-23 12:53:24.213453
41.0,79286.0,656.0,Bachelor,Full-time,12.8,72922.0,4.0,0.266,Married,IL,2022-09-24 12:53:24.213453
39.0,79311.0,693.0,Some College,Full-time,,46432.0,,0.249,Divorced,Other,2024-12-22 12:53:24.213453
52.0,119843.0,799.0,Bachelor,Full-time,24.0,40110.0,6.0,,Married,CA,2022-08-31 12:53:24.213453
70.0,116694.0,795.0,Bachelor,Part-time,38.0,78034.0,6.0,0.146,Single,OH,2023-02-13 12:53:24.213453
59.0,96387.0,815.0,Bachelor,Full-time,27.7,52400.0,5.0,,Married,Other,2024-11-21 12:53:24.213453
38.0,62916.0,688.0,Master,Full-time,18.7,23546.0,3.0,0.334,Married,Other,2024-07-27 12:53:24.213453
25.0,35203.0,637.0,High School,Full-time,0.3,14599.0,1.0,0.344,Married,Other,2023-04-25 12:53:24.213453
81.0,129577.0,849.0,Bachelor,Unemployed,0.0,28042.0,6.0,0.05,Married,OH,2023-08-22 12:53:24.213453
43.0,63069.0,714.0,High School,Full-time,17.6,35626.0,3.0,0.306,Married,Other,2024-04-22 12:53:24.213453
42.0,68527.0,658.0,Some College,Retired,0.0,36381.0,3.0,0.247,Married,CA,2022-11-05 12:53:24.213453
42.0,85764.0,734.0,Bachelor,Retired,0.0,29781.0,3.0,0.277,Single,Other,2022-09-01 12:53:24.213453
45.0,55402.0,692.0,Some College,Full-time,22.0,10918.0,2.0,0.285,Single,Other,2024-01-18 12:53:24.213453
40.0,80098.0,713.0,Bachelor,Full-time,15.4,21360.0,6.0,0.277,Married,FL,2024-09-26 12:53:24.213453
33.0,72257.0,632.0,PhD,Full-time,6.7,17009.0,4.0,0.311,Married,NC,2024-11-30 12:53:24.213453
34.0,52229.0,623.0,High School,Full-time,9.1,,2.0,0.342,Single,TX,2024-06-19 12:53:24.213453
42.0,34172.0,674.0,Bachelor,Full-time,16.6,12305.0,2.0,0.395,Married,Other,2025-01-05 12:53:24.213453
34.0,44883.0,614.0,Some College,Full-time,13.7,,2.0,0.344,Single,IL,2023-04-13 12:53:24.213453
31.0,68955.0,672.0,High School,Full-time,4.4,12055.0,3.0,,Single,Other,2023-12-02 12:53:24.213453
44.0,68657.0,656.0,High School,Part-time,20.0,34872.0,2.0,0.301,Married,TX,2024-07-22 12:53:24.213453
38.0,45010.0,680.0,Master,Full-time,13.2,,2.0,0.323,Married,TX,2024-12-11 12:53:24.213453
65.0,92928.0,747.0,Master,Unemployed,0.0,45978.0,5.0,0.18,Married,Other,2024-07-10 12:53:24.213453
18.0,42609.0,609.0,Master,Part-time,0.0,10704.0,1.0,0.318,Married,Other,2023-02-23 12:53:24.213453
58.0,98201.0,787.0,PhD,Full-time,27.1,34475.0,7.0,,Divorced,Other,2022-06-14 12:53:24.213453
61.0,90916.0,749.0,High School,Full-time,32.7,28638.0,6.0,0.226,Single,NY,2023-07-16 12:53:24.213453
18.0,24498.0,592.0,Some College,Part-time,0.0,13837.0,1.0,0.401,Single,TX,2022-09-07 12:53:24.213453
37.0,52624.0,667.0,Bachelor,Full-time,13.9,9457.0,3.0,0.322,Married,NC,2022-12-29 12:53:24.213453
36.0,43164.0,631.0,Some College,Full-time,11.2,9003.0,2.0,0.322,Married,NC,2024-12-21 12:53:24.213453
21.0,58731.0,587.0,Some College,Full-time,0.0,,2.0,,Single,TX,2023-01-22 12:53:24.213453
30.0,43165.0,570.0,Some College,Full-time,3.3,9044.0,2.0,0.371,Single,Other,2023-03-07 12:53:24.213453
25.0,58757.0,640.0,Bachelor,Full-time,4.0,12938.0,3.0,0.344,Single,IL,2024-07-14 12:53:24.213453
68.0,127820.0,781.0,Bachelor,Unemployed,0.0,44595.0,8.0,0.112,Married,TX,2024-10-16 12:53:24.213453
56.0,101975.0,769.0,High School,Full-time,25.3,43713.0,6.0,0.14,Married,NY,2024-01-09 12:53:24.213453
61.0,88026.0,759.0,Some College,Full-time,30.1,16919.0,5.0,0.158,Married,Other,2024-12-23 12:53:24.213453
53.0,88556.0,764.0,Bachelor,Full-time,23.9,30286.0,5.0,,Single,Other,2022-10-05 12:53:24.213453
25.0,40137.0,602.0,Bachelor,Full-time,0.0,16179.0,2.0,0.37,Married,GA,2024-09-02 12:53:24.213453
34.0,40444.0,629.0,High School,Full-time,8.0,20344.0,2.0,,Single,MI,2022-03-13 12:53:24.213453
49.0,81365.0,746.0,Bachelor,Retired,0.0,12254.0,5.0,0.241,Single,TX,2024-04-10 12:53:24.213453
24.0,21314.0,599.0,High School,Full-time,0.8,,1.0,0.361,Single,Other,2022-06-02 12:53:24.213453
53.0,100315.0,765.0,Some College,Full-time,23.3,40482.0,5.0,0.156,Married,Other,2022-02-26 12:53:24.213453
38.0,53031.0,677.0,Bachelor,Full-time,9.5,,3.0,0.277,Married,Other,2023-08-24 12:53:24.213453
36.0,60017.0,618.0,Bachelor,Unemployed,0.0,,3.0,0.293,Married,CA,2023-06-10 12:53:24.213453
53.0,86749.0,764.0,Some College,Full-time,27.3,18050.0,5.0,0.184,Single,MI,2023-05-31 12:53:24.213453
49.0,72616.0,734.0,Bachelor,Full-time,20.0,,4.0,0.239,Single,Other,2024-07-17 12:53:24.213453
37.0,67300.0,644.0,Bachelor,Full-time,12.5,32852.0,2.0,0.323,Married,Other,2024-01-11 12:53:24.213453
59.0,84376.0,750.0,Bachelor,Full-time,30.4,15805.0,4.0,0.238,Married,Other,2023-02-10 12:53:24.213453
26.0,55069.0,628.0,Bachelor,Full-time,5.6,11949.0,2.0,0.306,Single,Other,2023-11-26 12:53:24.213453
51.0,59310.0,704.0,Bachelor,Full-time,21.6,25056.0,3.0,0.295,Married,CA,2024-03-23 12:53:24.213453
